t,x_L,x_R
0.0,1.0,6.123233995736766e-17
0.005,0.99133689679323,0.12466972877431723
0.01,0.9668284541139025,0.24727966683712138
0.015,0.9273501085622862,0.3660177773319813
0.02,0.8714623028218696,0.4780867172576812
0.025,0.800584810787492,0.5863367825057736
0.03,0.7184000104987299,0.6857109579051257
0.035,0.6239095397930197,0.7828513200766157
0.04,0.5218286427624933,0.8606742490969512
0.045,0.4081292191757384,0.9281040170774517
0.05,0.2829772703186949,0.9822167638119874
0.055,0.16445917331388787,1.0187429747774037
0.06,0.044613403655090256,1.034160465990077
0.065,-0.08295096294936168,1.0350817929922225
0.07,-0.20667714469514697,1.0291680955423896
0.075,-0.3349921017410337,1.0037093595137458
0.08,-0.44645881790914554,0.9585449388004194
0.085,-0.559751113990209,0.901020489248249
0.09,-0.6600176647122581,0.8236066751140756
0.095,-0.7541861512965706,0.736493783483691
0.1,-0.8308547664917292,0.6359009434997506
0.105,-0.9027745186033065,0.5257758986967095
0.11,-0.9540483946627368,0.4051679469531972
0.115,-0.9906909210641781,0.2863243714585762
0.12,-1.0161921948018962,0.16380622268366582
0.125,-1.0189097164670429,0.031194414863577102
0.13,-1.0034436742495998,-0.09357266978134601
0.135,-0.9728808388046992,-0.2229842777470792
0.14,-0.9300850577595757,-0.3560416605992457
0.145,-0.8724284792259903,-0.4825366378783074
0.15,-0.7994005203627297,-0.5942844027101362
0.155,-0.7163350170679359,-0.6953487503891526
0.16,-0.6166382982290475,-0.7920059796108626
0.165,-0.5006829037024382,-0.8734596165548494
0.17,-0.375274482372773,-0.9451876171425533
0.17500000000000002,-0.2576711800588347,-1.005236725760215
0.18,-0.12813273695615665,-1.045568633962589
0.185,-0.0014817781887196493,-1.063783175727308
0.19,0.13079477317423982,-1.0727712513829213
0.195,0.2638217597439158,-1.0576594167897864
0.2,0.3822446030299829,-1.03348534848377
0.20500000000000002,0.4970155027927241,-0.9908279633372669
0.21,0.6053152899494668,-0.9285588083565894
0.215,0.7059982786713848,-0.8614987523281692
0.22,0.7918935984680273,-0.7739772409614519
0.225,0.8726440663133755,-0.6773403516801892
0.23,0.9382596908459281,-0.5680010677051145
0.23500000000000001,0.9858224164877216,-0.4507087483504345
0.24,1.0091169120083667,-0.3256594606657653
0.245,1.0299674118349211,-0.1844690871518127
0.25,1.027365891851539,-0.04937959512469876
0.255,1.0071687320922225,0.09039965131849294
0.26,0.9739254923787706,0.22771586822030163
0.265,0.9253799025590399,0.3635733483498305
0.27,0.8642136006066506,0.4896038642500653
0.275,0.793805645721956,0.6150507118582952
0.28,0.7021668445216742,0.7272413612653884
0.28500000000000003,0.5985662482613516,0.8357858233783686
0.29,0.4867419673140728,0.9212067266086789
0.295,0.3684823974411838,0.9963326750913571
0.3,0.24422635402067777,1.0510149063186423
0.305,0.11326454594982853,1.0936580887259373
0.31,-0.016186867905878585,1.1208331801996818
0.315,-0.14649682768124855,1.124885379265958
0.32,-0.27801560488027416,1.1116936417134409
0.325,-0.4030240250402936,1.0840081252048408
0.33,-0.5236124712492146,1.037738233443564
0.335,-0.6381871272956585,0.9781502463497569
0.34,-0.7390779124569476,0.9048314982898
0.34500000000000003,-0.82368140874211,0.8132895170557167
0.35000000000000003,-0.8994222598343423,0.7107765781193992
0.355,-0.9655990126779024,0.5948831083912148
0.36,-1.0124084790222079,0.4685459162079614
0.365,-1.0337145010834665,0.33680653117993986
0.37,-1.0442909095785122,0.20036170194412986
0.375,-1.0397516728537013,0.05881878189784644
0.38,-1.018290871083999,-0.07821952650370072
0.385,-0.9757701068826162,-0.21428259376847258
0.39,-0.9283053135124896,-0.35392052044016326
0.395,-0.8630775486983135,-0.4879445060792514
0.4,-0.786828640582091,-0.6158184233000142
0.405,-0.6922967726350516,-0.7241148125287021
0.41000000000000003,-0.5914351714924537,-0.8325971868971266
0.41500000000000004,-0.4739582145172301,-0.9326417740689599
0.42,-0.3422817190106065,-1.0078054501433207
0.425,-0.21008479121236256,-1.0767336177093378
0.43,-0.07180200927185575,-1.1274571471882133
0.435,0.06978202841790826,-1.1600163868678202
0.44,0.20460762769265906,-1.171106466036562
0.445,0.34216400591586577,-1.1635801814195463
0.45,0.4719668237610385,-1.1435499314362658
0.455,0.5953927938500531,-1.094646093946138
0.46,0.7069634084812092,-1.037696276987566
0.465,0.8083580119663416,-0.9649033121489988
0.47000000000000003,0.9037735751284957,-0.8708042466849535
0.47500000000000003,0.9752845311291926,-0.7681505942454828
0.48,1.0309903382528682,-0.6526859703729413
0.485,1.0683453109341845,-0.526724297599772
0.49,1.0911919987074097,-0.39161442739494584
0.495,1.1026680480847335,-0.2578167981123307
0.5,1.0833030957402578,-0.11698572815289557
0.505,1.0584409074778058,0.031219138252941307
0.51,1.0089086168692234,0.1759150721927542
0.515,0.9398812136231552,0.30925006152519
0.52,0.8573909141868724,0.4477167643037733
0.525,0.7624407645179669,0.5812263340846846
0.53,0.6533769446430637,0.7009462782287046
0.535,0.5325367448369179,0.8110535266684631
0.54,0.41070286790815214,0.9109600866584027
0.545,0.2712060621923047,0.9929350302619251
0.55,0.12665817827385645,1.0573417833662997
0.555,-0.014526586883235106,1.1071378925328652
0.56,-0.14835586656130867,1.146604309644398
0.5650000000000001,-0.28410299384562254,1.1653341837619393
0.5700000000000001,-0.4161248010000795,1.1638054531814632
0.5750000000000001,-0.5455550395125489,1.1379533154992414
0.58,-0.6603964018204007,1.0991423878392461
0.585,-0.7704980874730571,1.0457489434920164
0.59,-0.8610439684149561,0.9795826387187144
0.595,-0.945249510192177,0.8865392630273147
0.6,-1.0110399022556504,0.792736386841757
0.605,-1.0621991290576607,0.6845314451597531
0.61,-1.0956339715532384,0.561451569724756
0.615,-1.1030084448121953,0.42848706939537257
0.62,-1.1012793248800126,0.28430901686177595
0.625,-1.0793558757735537,0.14071358147677612
0.63,-1.03935514556387,-0.010671098818759604
0.635,-0.9863340066907182,-0.15388296630645443
0.64,-0.9073740404286658,-0.29363682297399646
0.645,-0.8207690142463511,-0.4329701436529874
0.65,-0.7244927068794939,-0.5601326865186872
0.655,-0.6137807415642518,-0.6769741630469822
0.66,-0.5016880847553857,-0.7822536985068461
0.665,-0.3747970163940182,-0.8749082774708951
0.67,-0.24226383633011425,-0.9584595909442816
0.675,-0.10220948588497585,-1.0255973455449958
0.68,0.04072024506335862,-1.0751704595204035
0.685,0.18458548607969308,-1.102327481566949
0.6900000000000001,0.3208357172103299,-1.1187207402111181
0.6950000000000001,0.45569908496386935,-1.1179227971698114
0.7000000000000001,0.5826069987131361,-1.0984072223775123
0.705,0.6959107650681938,-1.0573831896986254
0.71,0.8055417956757693,-1.0053353514958507
0.715,0.8987034373267871,-0.9342280340085093
0.72,0.9702437483378974,-0.8540917857771233
0.725,1.0367020640419247,-0.7546615653468708
0.73,1.0840721450651893,-0.6452627037820192
0.735,1.117612648268378,-0.5281668858811441
0.74,1.129499104944476,-0.40140640540807115
0.745,1.1269995161430015,-0.2701195821513582
0.75,1.1058250636885403,-0.13016148794750002
0.755,1.0622293656440205,0.004795325407125697
0.76,1.0003933454476388,0.14202080182868645
0.765,0.9267872075756205,0.27685122336096624
0.77,0.837982745434387,0.40284620756580797
0.775,0.728548503576205,0.5339789919423293
0.78,0.6124245092886698,0.6479365617643316
0.785,0.48241465624992036,0.7552906602475197
0.79,0.350479122483512,0.8566290146409183
0.795,0.20385178442751517,0.9375335386253325
0.8,0.060433440092310366,1.006370320280187
0.805,-0.08833469546019522,1.066742780110813
0.81,-0.23904091967181845,1.1051529138702523
0.8150000000000001,-0.38145883798794483,1.1253187084495218
0.8200000000000001,-0.5135974468368646,1.1265274619233339
0.8250000000000001,-0.6445549849216133,1.1089917624696526
0.8300000000000001,-0.7598191871176515,1.0760593577704958
0.835,-0.8689830467160619,1.0270885865557655
0.84,-0.9590765233489287,0.9681589565704343
0.845,-1.037572705457634,0.8876155347781921
0.85,-1.0944578860070744,0.8008199644428458
0.855,-1.1410744710850353,0.7025007931097164
0.86,-1.1776443891724881,0.5896256891939297
0.865,-1.1823671527372317,0.4673703688299314
0.87,-1.1596013225859525,0.3342420428300911
0.875,-1.131150112479967,0.19223805666435786
0.88,-1.0756040430958387,0.05729602119301924
0.885,-1.0042777270411134,-0.08261580157903771
0.89,-0.9244929663107109,-0.22244004481097548
0.895,-0.8245762034291999,-0.362223535416579
0.9,-0.7137292425971444,-0.4872209740892751
0.905,-0.5898266476214435,-0.6181047618193163
0.91,-0.454460503130144,-0.7322440771144675
0.915,-0.3057401861709357,-0.8414095107168652
0.92,-0.1541356503289209,-0.9284896325920061
0.925,-0.006651919678145974,-1.0046927724942334
0.93,0.1503726645573338,-1.06066041442392
0.935,0.3068332639692295,-1.1022606218276123
0.9400000000000001,0.44894017598564145,-1.1269785471959834
0.9450000000000001,0.5851899920341915,-1.138927402664454
0.9500000000000001,0.7149033232874795,-1.133433203167089
0.9550000000000001,0.8274524278693163,-1.1100934645214304
0.96,0.9270421899467438,-1.0629242941147534
0.965,1.0123102239189932,-1.0059359048110899
0.97,1.0788190348843192,-0.9307734592214616
0.975,1.1375493236290068,-0.8377973385141267
0.98,1.1741924939272184,-0.7345166522453362
0.985,1.1847848746404486,-0.6189456048660064
0.99,1.1794428724569672,-0.4945339555646129
0.995,1.1539956524257002,-0.3588524231669884
1.0,1.1152976465066748,-0.21769990886229554
1.0050000000000001,1.0486479884280322,-0.0713554268222703
1.01,0.9670663738804489,0.07236296114415469
1.0150000000000001,0.8745237586675747,0.21368248567132578
1.02,0.7715284944853642,0.3570012144341128
1.025,0.6535046032907147,0.4869307457887383
1.03,0.5280822324467321,0.6172467276822751
1.035,0.38660787823499665,0.7362934104694837
1.04,0.24569937620466878,0.8469076678508269
1.045,0.09021889563985598,0.9387787297800431
1.05,-0.06002761296786848,1.021744445357378
1.055,-0.21557101917991586,1.0839782951005992
1.06,-0.3661131134295336,1.1285203406220183
1.065,-0.49673279349632676,1.154640798063432
1.07,-0.6258305770499856,1.166032961679077
1.075,-0.7465898064604117,1.156454940313193
1.08,-0.8526916463518065,1.1226183465232893
1.085,-0.9476523222581593,1.0799843838842376
1.09,-1.0306865844762687,1.0141264897191364
1.095,-1.0905198095048891,0.9378097654236447
1.1,-1.1321998843058019,0.852863652350912
1.105,-1.1576180855713267,0.7456830384026488
1.11,-1.1583396403363089,0.6283007990717159
1.115,-1.1441095806580008,0.5083584382002888
1.12,-1.1119390001576661,0.37683686657390886
1.125,-1.0659549025804385,0.2395045448634895
1.1300000000000001,-1.0076484202355642,0.09334153553671115
1.135,-0.93335629160479,-0.05318406891102471
1.1400000000000001,-0.8365760224465968,-0.19928318776802956
1.145,-0.7262244256942464,-0.34176446200877847
1.1500000000000001,-0.5995915050892949,-0.4772780067942427
1.155,-0.46558920503340256,-0.6037425807991411
1.16,-0.3301599742961284,-0.7222416564406555
1.165,-0.18558677129656004,-0.8324008237942248
1.17,-0.04202400114039618,-0.9275122958665609
1.175,0.1048149995175667,-1.0100771340041546
1.18,0.25416749883825834,-1.0733157766550494
1.185,0.3968779642377884,-1.119757529908955
1.19,0.5353466309143954,-1.1419722758389073
1.195,0.6555317190801948,-1.1589935891314458
1.2,0.7722616237401841,-1.1449645768453356
1.205,0.875736260771962,-1.1234063994525822
1.21,0.9728823839142788,-1.0873895554507245
1.215,1.0468811750679634,-1.0335594605857672
1.22,1.1085621805323396,-0.9685129780033293
1.225,1.151525762502486,-0.8780231565365388
1.23,1.1782896660157738,-0.7780430825089938
1.235,1.1807965651938446,-0.6640712059314554
1.24,1.1651133354933083,-0.5406809739570124
1.245,1.129329489481034,-0.4073303265091964
1.25,1.0782266223348187,-0.2644243166688426
1.2550000000000001,1.0091680690919078,-0.11780158443269614
1.26,0.9257716548836679,0.02514557546845967
1.2650000000000001,0.8241319426869355,0.17495609578130292
1.27,0.7104035993212173,0.3103331602031887
1.2750000000000001,0.5808810459228736,0.4499583904364257
1.28,0.44891876071671866,0.581455692324744
1.285,0.30512980384841837,0.7059385649684004
1.29,0.16122976725343374,0.8220289530223046
1.295,0.008186218197380435,0.9213921937508853
1.3,-0.14763151718912285,1.006427579080473
1.305,-0.2940285434738109,1.0760812252823646
1.31,-0.4375183112990439,1.1275887921037369
1.315,-0.5774806010262323,1.1677142358024781
1.32,-0.7122737616748617,1.1857127273241872
1.325,-0.8340312555375589,1.185244013023067
1.33,-0.9370679297334442,1.1711448913386397
1.335,-1.028545876385427,1.1328916167381682
1.34,-1.0961448004548398,1.0805528004721265
1.345,-1.143915927006042,1.0121136462485378
1.35,-1.1786713388746155,0.9194059600319595
1.355,-1.1964847422960627,0.8139457518098542
1.36,-1.1960430001438203,0.6981531670644072
1.365,-1.1722523579042035,0.5694788898058416
1.37,-1.1336771619352284,0.43594544012613695
1.375,-1.071951699640255,0.29915046282593366
1.3800000000000001,-0.998976719807034,0.15866592568206953
1.385,-0.9053204631622398,0.010491448164010944
1.3900000000000001,-0.7982733375310485,-0.1324713291598274
1.395,-0.6714449161617293,-0.27580459210221414
1.4000000000000001,-0.5455371318531598,-0.4172521787294162
1.405,-0.4030501588343735,-0.5482190909684579
1.41,-0.2533260655882783,-0.6719801331201755
1.415,-0.10153150897127283,-0.785303377243248
1.42,0.052151405186621966,-0.8911073046419966
1.425,0.20488334327536667,-0.9822123604508756
1.43,0.35554947921590774,-1.058759821586064
1.435,0.49544440495916925,-1.1131198172304584
1.44,0.6346134467650636,-1.1507791139890724
1.445,0.762316359077741,-1.168020429612349
1.45,0.8739942785649822,-1.1731373773278857
1.455,0.9782929811449059,-1.157740354727228
1.46,1.0617993849177818,-1.1275878326555617
1.465,1.1270405802550678,-1.0809998923261241
1.47,1.174660244335266,-1.008085955043914
1.475,1.2031428129394766,-0.9219080187328554
1.48,1.2201017146273643,-0.8252112155313913
1.485,1.2134737443765753,-0.7160860558124401
1.49,1.1840892732338786,-0.5855570193106451
1.495,1.1371200733065943,-0.45265370405849414
1.5,1.0703263521474566,-0.3099711282691141
1.5050000000000001,0.9868609177968769,-0.16317537380750194
1.51,0.8927595470399562,-0.01610405740558887
1.5150000000000001,0.7801901903989453,0.1310451313391876
1.52,0.6516097047888322,0.2809973726893366
1.5250000000000001,0.5176506649748182,0.4242895768488161
1.53,0.3689993919254089,0.559067041708988
1.5350000000000001,0.22028989403976848,0.6798047250577587
1.54,0.0645241683539361,0.7912799989349372
1.545,-0.09308404411360675,0.892063170414745
1.55,-0.245600964798753,0.9864536001928852
1.555,-0.397690503215972,1.060665579397024
1.56,-0.5411123706820472,1.1228510110303063
1.565,-0.6686037561883926,1.1567988430617295
1.57,-0.7866554433322097,1.174639197924905
1.575,-0.8964434397094746,1.1802069398048856
1.58,-0.9963509921578554,1.16991316179442
1.585,-1.0765956202463105,1.1325702279020762
1.59,-1.132677046624841,1.0828611497373875
1.595,-1.181509540442638,1.0066817958670944
1.6,-1.2081905305048406,0.923446067278985
1.605,-1.2146203242895908,0.831382639557807
1.61,-1.2044948434116902,0.7280052475185103
1.615,-1.1693140083092195,0.5999835125216796
1.62,-1.1179181851031132,0.4761907965541208
1.625,-1.055826570378594,0.3353139335864236
1.6300000000000001,-0.976236678665139,0.18609045142136918
1.635,-0.8748885474945958,0.041300256003606046
1.6400000000000001,-0.7541687522081557,-0.11729420676049504
1.645,-0.6251976131990606,-0.2684380130358515
1.6500000000000001,-0.48254453856975116,-0.4084030607309798
1.655,-0.33194291073416565,-0.5480132365980909
1.6600000000000001,-0.17817027326584223,-0.6771729948050762
1.665,-0.02154421860399066,-0.7976073143000235
1.67,0.12815138985671762,-0.9027932647772151
1.675,0.28176959100435955,-0.9976509612799788
1.68,0.43194525532186606,-1.0667892468407547
1.685,0.5727619379485773,-1.1226277224961738
1.69,0.7040625183486132,-1.1608849632266407
1.695,0.8192910488040976,-1.1800153312184227
1.7,0.9323286621146367,-1.1830899360974372
1.705,1.0232765577956802,-1.1614832090597977
1.71,1.1005179620643362,-1.1259477733885
1.715,1.1567662062373028,-1.0692437376664035
1.72,1.1990427464587208,-0.9993414611468492
1.725,1.2151263859703432,-0.9193687696841617
1.73,1.2152649275046752,-0.8238788732498827
1.735,1.1931106388131818,-0.7098182657286434
1.74,1.1580041628177253,-0.5825144140707155
1.745,1.1019302388527972,-0.44594144178107126
1.75,1.031234349901998,-0.30721521632176285
1.7550000000000001,0.9404988516478164,-0.16704446978878315
1.76,0.8371437944308883,-0.018371544429701993
1.7650000000000001,0.7210983911056725,0.13593924994166082
1.77,0.5894227367518233,0.28195979288007683
1.7750000000000001,0.4486045643029121,0.42538097078407905
1.78,0.3041539059067271,0.5641305926787173
1.7850000000000001,0.1523712590474479,0.6955579682363633
1.79,-0.0021309190294699853,0.8113019793761489
1.795,-0.16075606901045808,0.9149578158591913
1.8,-0.31617367704118216,1.0078857304003874
1.805,-0.4553651991899409,1.0789131217439492
1.81,-0.5958952652615332,1.1306729942850129
1.815,-0.7308468445762424,1.172140722082155
1.82,-0.855284450597707,1.1935397836707098
1.825,-0.9662155718299363,1.1953291543428863
1.83,-1.057186424479445,1.1800231365455547
1.835,-1.1371319647351132,1.1424432470122972
1.84,-1.1920400333639576,1.0912101035138972
1.845,-1.2221001427247267,1.0155054641091774
1.85,-1.2388489009203694,0.9340909365346914
1.855,-1.230777369545293,0.8350518537981039
1.86,-1.2107013193908915,0.7165666395840576
1.865,-1.1661620565373196,0.59329115832735
1.87,-1.1016907408055867,0.4553213823610732
1.875,-1.0308064042225782,0.3120906141005335
1.8800000000000001,-0.9386008726244881,0.15771918270948407
1.885,-0.8250262657538009,0.010179761104838689
1.8900000000000001,-0.7040871310779202,-0.14367183238447107
1.895,-0.5660407156590149,-0.29565649789634757
1.9000000000000001,-0.4303714523954515,-0.4396432384243702
1.905,-0.28324946195859696,-0.5788851928062881
1.9100000000000001,-0.1290885049830596,-0.7033979680073796
1.915,0.026853754023864064,-0.8163342261735658
1.92,0.18867303863364304,-0.9235058501915262
1.925,0.3466872086521761,-1.0153613013331955
1.93,0.5010638167582077,-1.0860105132376336
1.935,0.6469444667915312,-1.1369407057604863
1.94,0.773131909429438,-1.1814585834809295
1.945,0.8955949969302129,-1.207574515257483
1.95,1.00364673060389,-1.2125334081425971
1.955,1.084909589642723,-1.196024815550738
1.96,1.152232856302449,-1.1645370408998386
1.965,1.2085707953430969,-1.1093750589993399
1.97,1.2461877926067448,-1.0377964401996738
1.975,1.2582828052586768,-0.9468958273722415
1.98,1.2573165226784666,-0.8507478142196366
1.985,1.2320263177537554,-0.7391581202878723
1.99,1.1857606752081147,-0.6091471112962186
1.995,1.1166397551479903,-0.4739193186843277
2.0,1.036503479255075,-0.33004693047799294
2.005,0.9348543171967687,-0.18170449015087947
2.0100000000000002,0.8248509331917632,-0.030264063734194085
2.015,0.6973449534258527,0.11925893568408638
2.02,0.5641250300507777,0.26833343613085403
2.025,0.42201324549982944,0.4154058929295057
2.0300000000000002,0.2734762437432328,0.554605804292395
2.035,0.11353762082310218,0.681438993009229
2.04,-0.04835174052097511,0.7994629869426468
2.045,-0.20506573593094776,0.9046574236256423
2.05,-0.36284404378275154,1.0015880053978938
2.055,-0.513398618375529,1.0796324580572938
2.06,-0.6577873687635403,1.1398950250268163
2.065,-0.7938285889276638,1.1764341898840087
2.07,-0.9097198755513127,1.2063324568776084
2.075,-1.0094684836619303,1.2130102187915095
2.08,-1.0965088840322241,1.194768604731861
2.085,-1.1635842962562146,1.155523747032854
2.09,-1.2140079612420025,1.1066856634397
2.095,-1.2398092370167015,1.0362069088115093
2.1,-1.2501735703060763,0.9584289800209416
2.105,-1.2412119767438308,0.8515163257293882
2.11,-1.209099821775277,0.7363064197856647
2.115,-1.1616166081030186,0.6119195710911947
2.12,-1.0955379693174299,0.476558206048441
2.125,-1.0120956084185564,0.32998091695412807
2.13,-0.9122735547607117,0.18830520120329025
2.1350000000000002,-0.7938087492710808,0.039470690371072446
2.14,-0.6593585974509578,-0.1116758516296353
2.145,-0.5210331058801236,-0.261401506848548
2.15,-0.377521858511024,-0.4044959952653786
2.1550000000000002,-0.2213965606046469,-0.547278950334287
2.16,-0.06574245870554438,-0.6759489474219639
2.165,0.09852371770608138,-0.8001918314598662
2.17,0.25906393527207716,-0.9114698043264636
2.1750000000000003,0.4167716121218484,-1.0108495210687705
2.18,0.5624104133138879,-1.0915713242018301
2.185,0.6925044303436687,-1.1546855218320555
2.19,0.8236501505649634,-1.1988044268017788
2.195,0.9403247979301561,-1.2229864984120218
2.2,1.0368253484764343,-1.2255642919761827
2.205,1.120355629496571,-1.2122346490332776
2.21,1.1833846938134291,-1.1825346401222625
2.215,1.2298701250462962,-1.1322147907037143
2.22,1.2557991186433075,-1.0641274376622574
2.225,1.2527504374548066,-0.9825091650240803
2.23,1.2397766349292165,-0.8859394405548735
2.235,1.2030293905361646,-0.7682217755984305
2.24,1.1507551288989442,-0.6410400569713357
2.245,1.0727735300799965,-0.5056446577172241
2.25,0.9818899909991201,-0.36065401420477583
2.255,0.8724466679344889,-0.21270662833884826
2.2600000000000002,0.7449852902415538,-0.056010604242702766
2.265,0.6117104374019214,0.09966827661181507
2.27,0.47018704232794123,0.2509590567217888
2.275,0.31662331367311886,0.4008077018959738
2.2800000000000002,0.1651074387354243,0.5425051891852399
2.285,0.010893792610972643,0.6707345720012369
2.29,-0.1453626013213754,0.7911081096449679
2.295,-0.2970442386434111,0.8983702001715638
2.3000000000000003,-0.44809876562366985,0.9917493935268938
2.305,-0.5902045245908571,1.0759098847982
2.31,-0.7228717676566276,1.136969146571724
2.315,-0.8438729997978512,1.1895741115762066
2.32,-0.9507805947385071,1.2252119513144804
2.325,-1.044137239347227,1.2356910938077506
2.33,-1.1177461079529654,1.2300877592217923
2.335,-1.179714838686697,1.1965786574716162
2.34,-1.221503664667016,1.1489730320277038
2.345,-1.2398037318274229,1.091364531666609
2.35,-1.2427793509408287,1.0082798032633145
2.355,-1.22807692617407,0.9139468372750035
2.36,-1.1835225351248118,0.8018974585338876
2.365,-1.1195029302193342,0.6742701747851594
2.37,-1.0431903321467506,0.5482713598940134
2.375,-0.9525124369826646,0.41023061943527944
2.38,-0.8528772783299688,0.26371008239530574
2.3850000000000002,-0.735747258855103,0.1124292545944752
2.39,-0.6014905455694013,-0.041969189466598174
2.395,-0.46560949240172883,-0.199563516449241
2.4,-0.31222905425960856,-0.3420525577653906
2.4050000000000002,-0.15559792563970248,-0.48085068601305436
2.41,-0.0037466890375771255,-0.6203508935602059
2.415,0.15220388433314955,-0.7505842822392503
2.42,0.31014758770399686,-0.8673751986733343
2.4250000000000003,0.458983305311816,-0.9701157713622062
2.43,0.5968060659686665,-1.0597202520369502
2.435,0.7226840090526584,-1.1249872247702533
2.44,0.8407964487304953,-1.1715368917327926
2.445,0.952381070508576,-1.2074934369903407
2.45,1.0533086910700051,-1.2174801033464961
2.455,1.1315278336420316,-1.214060641176185
2.46,1.1858671968474472,-1.1903310082481133
2.465,1.2181865427980307,-1.1496340758442327
2.47,1.2308510718180652,-1.0824997332114743
2.475,1.2414534838666362,-1.0094090835611533
2.48,1.2239499031211396,-0.9142851569373942
2.485,1.191100896777345,-0.8067502720468855
2.49,1.1333972903151894,-0.6879622399044352
2.495,1.0590686661726867,-0.5550980911439006
2.5,0.9671493433589112,-0.4187323707821905
2.505,0.8540709636217294,-0.2728096713248517
2.5100000000000002,0.7323693076814175,-0.1213089908543505
2.515,0.596327300207953,0.028624971449348422
2.52,0.4560774242111676,0.17683010596750834
2.525,0.31175787708946795,0.320175275665527
2.5300000000000002,0.15322919705219532,0.46324394596727264
2.535,-0.0026278476816207676,0.6037766397075348
2.54,-0.15908117689232018,0.7337499888426168
2.545,-0.31164166569733176,0.8482161688595591
2.5500000000000003,-0.4637949899076801,0.9552693972502978
2.555,-0.6090440031389275,1.0393958703132793
2.56,-0.7410501891273686,1.1200384871151725
2.565,-0.8633499606937918,1.1757597904340296
2.57,-0.9702799778854685,1.2088063603894152
2.575,-1.062960737912125,1.2287002190960936
2.58,-1.1337304251502063,1.2289047313177301
2.585,-1.1893484066343607,1.211518093918674
2.59,-1.226355851379869,1.1789127708401743
2.595,-1.2490709936868305,1.1183195775443588
2.6,-1.245817020164912,1.0390631987245367
2.605,-1.220280638138345,0.9428575886898212
2.61,-1.1761499102864894,0.8404305456800154
2.615,-1.116447826783128,0.7184724441276148
2.62,-1.0378019352909063,0.586538070891831
2.625,-0.9331420807628389,0.44482432455461424
2.63,-0.818667909265882,0.2940750720644329
2.6350000000000002,-0.699154135665832,0.1407401525179461
2.64,-0.5732515944951512,-0.019668453989388206
2.645,-0.4285259583662288,-0.1674417411017088
2.65,-0.2754175520488595,-0.3138112425701348
2.6550000000000002,-0.12147838334712775,-0.4613966283803577
2.66,0.03493111409619396,-0.5973618451409661
2.665,0.19612451017300284,-0.7243149324925793
